0	53	2353
0	53	2389
0	54	2434
0	54	2452
0	55	2453
0	56	2466
0	56	2469
0	57	2469
0	57	2495
0	57	
0	58	
0	58	
0	58	
0	59	
0	59	
0	59	
0	59	
0	60	
0	60	
1	60	
1	60	
1	60	
1	60	
1	61	
1	61	
1	61	
1	61	
1	61	
1	62	
1	62	
1	62	
1	62	
1	62	
1	62	
1	63	
1	63	
1	63	
1	63	
1	63	
1	64	
1	64	
1	65	
1	65	
1	66	
1	66	
1	66	
1	66	
1	66	
1	66	
1	66	
1	66	
1	66	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
1	67	
2	68	
2	68	
2	68	
2	68	
2	68	
2	68	
2	68	
2	69	
2	69	
2	69	
2	69	
2	69	
2	69	
2	69	
2	69	
2	69	
2	69	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	70	
2	71	
2	71	
2	71	
2	71	
2	72	
2	72	
2	72	
2	72	
2	72	
2	72	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	73	
2	74	
2	74	
2	74	
2	74	
2	74	
2	74	
2	74	
2	75	
3	75	
3	75	
3	76	
3	76	
3	76	
3	76	
3	76	
3	76	
3	76	
3	76	
3	77	
3	77	
3	77	
3	77	
3	77	
3	77	
3	77	
3	78	
3	78	
3	78	
3	78	
3	78	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
3	79	
4	79	
4	79	
4	80	
4	80	
4	80	
4	80	
4	80	
4	80	
4	80	
4	81	
4	81	
4	81	
4	81	
4	81	
4	82	
4	82	
4	82	
4	82	
4	82	
4	82	
4	83	
4	83	
4	83	
4	83	
4	83	
4	83	
4	83	
4	84	
4	84	
4	84	
4	84	
5	84	
5	84	
5	84	
5	84	
5	85	
5	85	
5	85	
5	85	
5	86	
5	86	
5	87	
5	87	
5	87	
5	88	
5	88	
6	88	
6	88	
6	88	
6	89	
6	91	
6	91	
6	92	
6	99	
6		
6		
6		
6		
6		
6		
6		
6		
7		
7		
7		
7		
8		
8		
8		
9		
11		
